Occurred_Date_From,ReformattedTime,DateTime,Occurred_Time_From,Description,district,Weekday,Month,Year,100 Block,100 Block CLEANED,AddressConsolidated,Lat,Long,,
9-11-08,11:00 AM,9-11-08 11:00 AM,1100,THEFT BICYCLE UNDER $5000,1,5,September,2008,200 HOWE ST    ,200 HOWE ST,200 HOWE ST,49.2873866,-123.1130513,,
9-11-08,1:00 PM,9-11-08 1:00 PM,1300,THEFT BICYCLE UNDER $5000,1,5,September,2008,900 JERVIS ST    ,900 JERVIS ST,900 JERVIS ST,49.2862576,-123.1296718,,
9-11-08,2:00 PM,9-11-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,3,5,September,2008,4800 FRASER ST    ,4800 FRASER ST,4800 FRASER ST,49.2416506,-123.0903106,,
9-11-08,2:30 PM,9-11-08 2:30 PM,1430,THEFT BICYCLE UNDER $5000,2,5,September,2008,0 KEEFER PL    ,0 KEEFER PL,0 KEEFER PL,49.2794633,-123.1062293,,
9-11-08,10:00 PM,9-11-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,1,5,September,2008,1100 BLOCK JERVIS ST   ,1100 JERVIS ST,1100 JERVIS ST,49.2835051,-123.1338528,,
9-12-08,1:00 PM,9-12-08 1:00 PM,1300,THEFT BICYCLE UNDER $5000,1,6,September,2008,700 W PENDER ST   ,700 W PENDER ST,700 W PENDER ST,49.2847912,-123.1152765,,
9-12-08,2:00 PM,9-12-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,1,6,September,2008,HORNBY ST / SMITHE ST,HORNBY ST / SMITHE ST,HORNBY ST & SMITHE ST,49.2815864,-123.1233957,,
9-12-08,3:00 PM,9-12-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,6,September,2008,1100 W PENDER ST   ,1100 W PENDER ST,1100 W PENDER ST,49.2875563,-123.1205657,,
9-12-08,5:00 PM,9-12-08 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,6,September,2008,HOWE ST / W PENDER ST,HOWE ST / W PENDER ST,HOWE ST & W PENDER ST,49.2853009,-123.1158426,,
9-12-08,5:30 PM,9-12-08 5:30 PM,1730,THEFT BICYCLE UNDER $5000,1,6,September,2008,ROBSON ST / HAMILTON ST,ROBSON ST / HAMILTON ST,ROBSON ST & HAMILTON ST,49.2788392,-123.1159258,,
9-13-08,12:00 AM,9-13-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,1,7,September,2008,1200 BURNABY ST    ,1200 BURNABY ST,1200 BURNABY ST,49.2811303,-123.1345169,,
9-13-08,12:00 AM,9-13-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,3,7,September,2008,4000 KNIGHT ST    ,4000 KNIGHT ST,4000 KNIGHT ST,49.2489664,-123.0760054,,
9-13-08,10:00 AM,9-13-08 10:00 AM,1000,THEFT BICYCLE UNDER $5000,2,7,September,2008,1600 GRAVELEY ST    ,1600 GRAVELEY ST,1600 GRAVELEY ST,49.2705241,-123.0715182,,
9-13-08,10:30 AM,9-13-08 10:30 AM,1030,THEFT BICYCLE UNDER $5000,1,7,September,2008,600 PIPELINE RD    ,600 PIPELINE RD,600 PIPELINE RD,49.2996215,-123.1357611,,
9-13-08,1:30 PM,9-13-08 1:30 PM,1330,THEFT BICYCLE UNDER $5000,1,7,September,2008,DUNSMUIR VIA / BEATTY ST,DUNSMUIR VIA / BEATTY ST,DUNSMUIR VIA & BEATTY ST,49.2798415,-123.1106247,,
9-13-08,3:00 PM,9-13-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,7,September,2008,500 W HASTINGS ST   ,500 W HASTINGS ST,500 W HASTINGS ST,49.2840565,-123.1119757,,
9-13-08,9:00 PM,9-13-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,2,7,September,2008,MAIN ST / NATIONAL AVE,MAIN ST / NATIONAL AVE,MAIN ST & NATIONAL AVE,49.2748574,-123.0998597,,
9-13-08,9:09 PM,9-13-08 9:09 PM,2109,THEFT BICYCLE UNDER $5000,3,7,September,2008,1000 E 7TH AVE   ,1000 E 7TH AVE,1000 E 7TH AVE,49.2642676,-123.0831629,,
9-14-08,6:00 PM,9-14-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,1,September,2008,500 W 7TH AVE   ,500 W 7TH AVE,500 W 7TH AVE,49.2649495,-123.1149065,,
9-14-08,9:30 PM,9-14-08 9:30 PM,2130,THEFT BICYCLE UNDER $5000,1,1,September,2008,HOWE ST / SMITHE ST,HOWE ST / SMITHE ST,HOWE ST & SMITHE ST,49.280953,-123.1224216,,
9-15-08,12:00 AM,9-15-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,2,September,2008,900 W 14TH AVE   ,900 W 14TH AVE,900 W 14TH AVE,49.2586777,-123.1244623,,
9-15-08,4:20 PM,9-15-08 4:20 PM,1620,THEFT BICYCLE UNDER $5000,2,2,September,2008,600 KEEFER ST    ,600 KEEFER ST,600 KEEFER ST,49.2793336,-123.0914412,,
9-15-08,5:30 PM,9-15-08 5:30 PM,1730,THEFT BICYCLE UNDER $5000,4,2,September,2008,700 W 16TH AVE   ,700 W 16TH AVE,700 W 16TH AVE,49.2569449,-123.1202253,,
9-15-08,7:30 PM,9-15-08 7:30 PM,1930,THEFT BICYCLE UNDER $5000,3,2,September,2008,700 E 38TH AVE   ,700 E 38TH AVE,700 E 38TH AVE,49.2362205,-123.0964745,,
9-15-08,8:40 PM,9-15-08 8:40 PM,2040,THEFT BICYCLE UNDER $5000,2,2,September,2008,600 BLOCK QUEBEC ST   ,600 QUEBEC ST,600 QUEBEC ST,49.2791838,-123.1021581,,
9-15-08,11:00 PM,9-15-08 11:00 PM,2300,THEFT BICYCLE UNDER $5000,1,2,September,2008,1400 W GEORGIA ST   ,1400 W GEORGIA ST,1400 W GEORGIA ST,49.2890714,-123.1283134,,
9-16-08,7:30 AM,9-16-08 7:30 AM,730,THEFT BICYCLE UNDER $5000,4,3,September,2008,E 23RD AVE / MAIN ST,E 23RD AVE / MAIN ST,E 23RD AVE & MAIN ST,49.2502559,-123.1009905,,
9-16-08,9:00 AM,9-16-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,3,3,September,2008,5400 VICTORIA DR    ,5400 VICTORIA DR,5400 VICTORIA DR,49.2358891,-123.0654362,,
9-16-08,10:00 AM,9-16-08 10:00 AM,1000,THEFT BICYCLE UNDER $5000,1,3,September,2008,600 BLOCK W HASTINGS ST  ,600 W HASTINGS ST,600 W HASTINGS ST,49.284629,-123.1128462,,
9-16-08,1:30 PM,9-16-08 1:30 PM,1330,THEFT BICYCLE UNDER $5000,2,3,September,2008,100 BLOCK HEATLEY AVE   ,100 HEATLEY AVE,100 HEATLEY AVE,49.2802118,-123.0896283,,
9-16-08,3:00 PM,9-16-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,3,September,2008,800 W 12TH AVE   ,800 W 12TH AVE,800 W 12TH AVE,49.260502,-123.1218318,,
9-16-08,6:30 PM,9-16-08 6:30 PM,1830,THEFT BICYCLE UNDER $5000,1,3,September,2008,1500 BLOCK PENDRELL ST   ,1500 PENDRELL ST,1500 PENDRELL ST,49.2858804,-123.1375563,,
9-16-08,8:00 PM,9-16-08 8:00 PM,2000,THEFT BICYCLE UNDER $5000,4,3,September,2008,1400 LABURNUM ST    ,1400 LABURNUM ST,1400 LABURNUM ST,49.2735159,-123.1513493,,
9-16-08,11:15 PM,9-16-08 11:15 PM,2315,THEFT BICYCLE UNDER $5000,4,3,September,2008,E KING EDWARD AVE / FRASER ST,E KING EDWARD AVE / FRASER ST,E KING EDWARD AVE & FRASER ST,49.2486516,-123.0901323,,
9-17-08,8:15 AM,9-17-08 8:15 AM,815,THEFT BICYCLE UNDER $5000,2,4,September,2008,100 E PENDER ST   ,100 E PENDER ST,100 E PENDER ST,49.2804197,-123.1021777,,
9-17-08,12:20 PM,9-17-08 12:20 PM,1220,THEFT BICYCLE UNDER $5000,4,4,September,2008,1200 W BROADWAY AVE   ,1200 W BROADWAY AVE,1200 W BROADWAY,49.2634797,-123.1314671,,
9-17-08,2:00 PM,9-17-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,1,4,September,2008,ROBSON ST / HOMER ST,ROBSON ST / HOMER ST,ROBSON ST & HOMER ST,49.2794727,-123.1169038,,
9-17-08,4:22 PM,9-17-08 4:22 PM,1622,THEFT BICYCLE UNDER $5000,2,4,September,2008,100 WATER ST    ,100 WATER ST,100 WATER ST,49.2838562,-123.1065416,,
9-17-08,6:00 PM,9-17-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,2,4,September,2008,100 MILROSS AVE    ,100 MILROSS AVE,100 MILROSS AVE,49.2760645,-123.1020796,,
9-17-08,7:22 PM,9-17-08 7:22 PM,1922,THEFT BICYCLE UNDER $5000,4,4,September,2008,W 6TH AVE / CAMBIE ST,W 6TH AVE / CAMBIE ST,W 6TH AVE & CAMBIE ST,49.2661051,-123.1148774,,
9-17-08,8:30 PM,9-17-08 8:30 PM,2030,THEFT BICYCLE UNDER $5000,1,4,September,2008,DAVIE ST / JERVIS ST,DAVIE ST / JERVIS ST,DAVIE ST & JERVIS ST,49.2828203,-123.1349173,,
9-17-08,9:45 PM,9-17-08 9:45 PM,2145,THEFT BICYCLE UNDER $5000,1,4,September,2008,900 BURRARD ST    ,900 BURRARD ST,900 BURRARD ST,49.281874,-123.124402,,
9-17-08,10:00 PM,9-17-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,3,4,September,2008,500 E 5TH AVE   ,500 E 5TH AVE,500 E 5TH AVE,49.2661514,-123.0931099,,
9-17-08,10:00 PM,9-17-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,1,4,September,2008,1100 DAVIE ST    ,1100 DAVIE ST,1100 DAVIE ST,49.2804972,-123.131329,,
9-18-08,4:30 AM,9-18-08 4:30 AM,430,THEFT BICYCLE UNDER $5000,1,5,September,2008,900 CANADA PL    ,900 CANADA PL,900 CANADA PL,49.2872868,-123.1137298,,
9-18-08,6:00 AM,9-18-08 6:00 AM,600,THEFT BICYCLE UNDER $5000,1,5,September,2008,900 HOMER ST    ,900 HOMER ST,900 HOMER ST,49.2784696,-123.1184212,,
9-18-08,8:00 AM,9-18-08 8:00 AM,800,THEFT BICYCLE UNDER $5000,1,5,September,2008,BURRARD ST / W GEORGIA ST,BURRARD ST / W GEORGIA ST,BURRARD ST & W GEORGIA ST,49.2844243,-123.1210984,,
9-18-08,9:00 AM,9-18-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,4,5,September,2008,2200 VINE ST    ,2200 VINE ST,2200 VINE ST,49.2664582,-123.1575627,,
9-18-08,10:00 AM,9-18-08 10:00 AM,1000,THEFT BICYCLE UNDER $5000,1,5,September,2008,1100 HOWE ST    ,1100 HOWE ST,1100 HOWE ST,49.2788193,-123.1256981,,
9-18-08,11:00 AM,9-18-08 11:00 AM,1100,THEFT BICYCLE UNDER $5000,3,5,September,2008,MAIN ST / E 3RD AVE,MAIN ST / E 3RD AVE,MAIN ST & E 3RD AVE,49.2682172,-123.1006691,,
9-18-08,3:30 PM,9-18-08 3:30 PM,1530,THEFT BICYCLE UNDER $5000,4,5,September,2008,100 W BROADWAY AVE   ,100 W BROADWAY AVE,100 W BROADWAY,49.2630401,-123.1069558,,
9-18-08,5:00 PM,9-18-08 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,5,September,2008,500 GRANVILLE ST    ,500 GRANVILLE ST,500 GRANVILLE ST,49.2846432,-123.114872,,
9-18-08,7:30 PM,9-18-08 7:30 PM,1930,THEFT BICYCLE UNDER $5000,1,5,September,2008,1000 MARINASIDE CRES    ,1000 MARINASIDE CRES,1000-1200 MARINASIDE CRES,49.2728853,-123.1200149,,
9-18-08,11:30 PM,9-18-08 11:30 PM,2330,THEFT BICYCLE OVER $5000,1,5,September,2008,1100 MELVILLE ST    ,1100 MELVILLE ST,1100 MELVILLE ST,49.2867472,-123.1227744,,
9-19-08,5:00 PM,9-19-08 5:00 PM,1700,THEFT BICYCLE UNDER $5000,2,6,September,2008,1300 COMMERCIAL DR    ,1300 COMMERCIAL DR,1300 COMMERCIAL DR,49.2730134,-123.0695315,,
9-20-08,3:20 PM,9-20-08 3:20 PM,1520,THEFT BICYCLE UNDER $5000,4,7,September,2008,100 BLOCK W BROADWAY AVE  ,100 W BROADWAY AVE,100 W BROADWAY,49.2630401,-123.1069558,,
9-20-08,7:30 PM,9-20-08 7:30 PM,1930,THEFT BICYCLE UNDER $5000,2,7,September,2008,1500 E 2ND AVE   ,1500 E 2ND AVE,1500 E 2ND AVE,49.2687238,-123.0733953,,
9-20-08,10:00 PM,9-20-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,7,September,2008,VINE ST / W 8TH AVE,VINE ST / W 8TH AVE,VINE ST & W 8TH AVE,49.2648415,-123.1599979,,
9-21-08,12:00 PM,9-21-08 12:00 PM,1200,THEFT BICYCLE UNDER $5000,2,1,September,2008,100 MILROSS AVE    ,100 MILROSS AVE,100 MILROSS AVE,49.2760645,-123.1020796,,
9-21-08,12:00 PM,9-21-08 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,1,September,2008,4500 W 11TH AVE   ,4500 W 11TH AVE,4500 W 11TH AVE,49.2628975,-123.2093149,,
9-21-08,1:00 PM,9-21-08 1:00 PM,1300,THEFT BICYCLE UNDER $5000,2,1,September,2008,2300 CHARLES ST    ,2300 CHARLES ST,2300 CHARLES ST,49.2729426,-123.0578043,,
9-21-08,2:00 PM,9-21-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,2,1,September,2008,3600 TRIUMPH ST    ,3600 TRIUMPH ST,3600 TRIUMPH ST,49.2838566,-123.0257837,,
9-21-08,3:00 PM,9-21-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,1,September,2008,700 W GEORGIA ST   ,700 W GEORGIA ST,700 W GEORGIA ST,49.2806956,-123.1185011,,
9-21-08,4:45 PM,9-21-08 4:45 PM,1645,THEFT BICYCLE UNDER $5000,1,1,September,2008,900 CANADA PL    ,900 CANADA PL,900 CANADA PL,49.2872868,-123.1137298,,
9-21-08,5:40 PM,9-21-08 5:40 PM,1740,THEFT BICYCLE UNDER $5000,1,1,September,2008,1000 BLOCK MARINASIDE CRES   ,1000 MARINASIDE CRES,1000-1200 MARINASIDE CRES,49.2728853,-123.1200149,,
9-22-08,7:15 AM,9-22-08 7:15 AM,715,THEFT BICYCLE UNDER $5000,4,2,September,2008,100 W 16TH AVE   ,100 W 16TH AVE,100 W 16TH AVE,49.2566754,-123.1070318,,
9-22-08,7:55 AM,9-22-08 7:55 AM,755,THEFT BICYCLE UNDER $5000,4,2,September,2008,2900 W 4TH AVE   ,2900 W 4TH AVE,2900 W 4TH AVE,49.2683885,-123.1701235,,
9-22-08,6:00 PM,9-22-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,3,2,September,2008,3000 E 29TH AVE   ,3000 E 29TH AVE,3000 E 29TH AVE,49.2445347,-123.0421718,,
9-22-08,10:00 PM,9-22-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,3,2,September,2008,700 E 14TH AVE   ,700 E 14TH AVE,700 E 14TH AVE,49.2579214,-123.0892808,,
9-23-08,12:24 PM,9-23-08 12:24 PM,1224,THEFT BICYCLE UNDER $5000,2,3,September,2008,300 MAIN ST    ,300 MAIN ST,300 MAIN ST,49.2822385,-123.0995922,,
9-23-08,1:30 PM,9-23-08 1:30 PM,1330,THEFT BICYCLE UNDER $5000,1,3,September,2008,BURRARD ST / MELVILLE ST,BURRARD ST / MELVILLE ST,BURRARD ST & MELVILLE ST,49.2851322,-123.1199891,,
9-23-08,2:30 PM,9-23-08 2:30 PM,1430,THEFT BICYCLE UNDER $5000,1,3,September,2008,HOMER ST / HOMER MEWS,HOMER ST / HOMER MEWS,HOMER ST & HOMER MEWS,49.2715657,-123.1269575,,
9-23-08,3:00 PM,9-23-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,2,3,September,2008,1600 VICTORIA DR    ,1600 VICTORIA DR,1600 VICTORIA DR,49.2704484,-123.0657088,,
9-23-08,3:15 PM,9-23-08 3:15 PM,1515,THEFT BICYCLE UNDER $5000,1,3,September,2008,HOWE ST / SMITHE ST,HOWE ST / SMITHE ST,HOWE ST & SMITHE ST,49.280953,-123.1224216,,
9-23-08,4:00 PM,9-23-08 4:00 PM,1600,THEFT BICYCLE OVER $5000,4,3,September,2008,1800 W 11TH AVE   ,1800 W 11TH AVE,1800 W 11TH AVE,49.2618363,-123.145948,,
9-23-08,5:45 PM,9-23-08 5:45 PM,1745,THEFT BICYCLE UNDER $5000,1,3,September,2008,800 DENMAN ST    ,800 DENMAN ST,800 DENMAN ST,49.291466,-123.1354743,,
9-24-08,2:45 PM,9-24-08 2:45 PM,1445,THEFT BICYCLE UNDER $5000,4,4,September,2008,4400 W 10TH AVE   ,4400 W 10TH AVE,4400 W 10TH AVE,49.2637833,-123.2059058,,
9-24-08,7:31 PM,9-24-08 7:31 PM,1931,THEFT BICYCLE UNDER $5000,2,4,September,2008,COMMERCIAL DR / GRANT ST,COMMERCIAL DR / GRANT ST,COMMERCIAL DR & GRANT ST,49.2712863,-123.0695676,,
9-24-08,8:05 PM,9-24-08 8:05 PM,2005,THEFT BICYCLE UNDER $5000,2,4,September,2008,2200 BLOCK COMMERCIAL DR   ,2200 COMMERCIAL DR,2200 COMMERCIAL DR,49.2650242,-123.0696911,,
9-25-08,1:00 AM,9-25-08 1:00 AM,100,THEFT BICYCLE UNDER $5000,4,5,September,2008,700 W 15TH AVE   ,700 W 15TH AVE,700 W 15TH AVE,49.2578457,-123.1339729,,
9-25-08,4:55 PM,9-25-08 4:55 PM,1655,THEFT BICYCLE UNDER $5000,2,5,September,2008,2500 E HASTINGS ST   ,2500 E HASTINGS ST,2500 E HASTINGS ST,49.2811504,-123.0546889,,
9-26-08,11:00 AM,9-26-08 11:00 AM,1100,THEFT BICYCLE UNDER $5000,4,6,September,2008,100 W BROADWAY AVE   ,100 W BROADWAY AVE,100 W BROADWAY,49.2630401,-123.1069558,,
9-26-08,11:00 PM,9-26-08 11:00 PM,2300,THEFT BICYCLE UNDER $5000,2,6,September,2008,COMMERCIAL DR / KITCHENER ST,COMMERCIAL DR / KITCHENER ST,COMMERCIAL DR & KITCHENER ST,49.2721433,-123.0695566,,
9-27-08,9:00 AM,9-27-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,4,7,September,2008,100 W 49TH AVE   ,100 W 49TH AVE,100 W 49TH AVE,49.2257492,-123.1094354,,
9-27-08,2:00 PM,9-27-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,4,7,September,2008,1900 W 6TH AVE   ,1900 W 6TH AVE,1900 W 6TH AVE,49.2663327,-123.1481523,,
9-27-08,3:00 PM,9-27-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,7,September,2008,W 2ND AVE / CYPRESS ST,W 2ND AVE / CYPRESS ST,W 2ND AVE & CYPRESS ST,49.2698231,-123.1479067,,
9-27-08,5:02 PM,9-27-08 5:02 PM,1702,THEFT BICYCLE UNDER $5000,1,7,September,2008,600 BLOCK GRANVILLE ST   ,600 GRANVILLE ST,600 GRANVILLE ST,49.283576,-123.1165113,,
9-27-08,6:00 PM,9-27-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,1,7,September,2008,1500 HOWE ST    ,1500 HOWE ST,1500 HOWE ST,49.2741574,-123.131606,,
9-27-08,7:10 PM,9-27-08 7:10 PM,1910,THEFT BICYCLE UNDER $5000,2,7,September,2008,MAIN ST / TERMINAL AVE,MAIN ST / TERMINAL AVE,MAIN ST & TERMINAL AVE,49.2727191,-123.0999394,,
9-27-08,9:28 PM,9-27-08 9:28 PM,2128,THEFT BICYCLE UNDER $5000,1,7,September,2008,DAVIE ST / GRANVILLE ST,DAVIE ST / GRANVILLE ST,DAVIE ST & GRANVILLE ST,49.277146,-123.1261827,,
9-27-08,11:04 PM,9-27-08 11:04 PM,2304,THEFT BICYCLE UNDER $5000,3,7,September,2008,MAIN ST / E 10TH AVE,MAIN ST / E 10TH AVE,MAIN ST & E 10TH AVE,49.2620052,-123.1010088,,
9-28-08,1:00 AM,9-28-08 1:00 AM,100,THEFT BICYCLE UNDER $5000,4,1,September,2008,8600 FREMLIN ST    ,8600 FREMLIN ST,8600 FREMLIN ST,49.2084308,-123.1274545,,
9-28-08,2:35 AM,9-28-08 2:35 AM,235,THEFT BICYCLE UNDER $5000,1,1,September,2008,900 MAINLAND ST    ,900 MAINLAND ST,900 MAINLAND ST,49.27664,-123.11895,,
9-28-08,9:20 AM,9-28-08 9:20 AM,920,THEFT BICYCLE UNDER $5000,4,1,September,2008,8700 SELKIRK ST    ,8700 SELKIRK ST,8700 SELKIRK ST,49.2304911,-123.1334496,,
9-28-08,1:30 PM,9-28-08 1:30 PM,1330,THEFT BICYCLE UNDER $5000,4,1,September,2008,BLENHEIM ST / W 14TH AVE,BLENHEIM ST / W 14TH AVE,BLENHEIM ST & W 14TH AVE,49.259728,-123.1779947,,
9-28-08,2:00 PM,9-28-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,4,1,September,2008,100 W BROADWAY AVE   ,100 W BROADWAY AVE,100 W BROADWAY,49.2630401,-123.1069558,,
9-29-08,2:56 AM,9-29-08 2:56 AM,256,THEFT BICYCLE UNDER $5000,1,2,September,2008,1000 BLOCK GRANVILLE ST   ,1000 GRANVILLE ST,1000 GRANVILLE ST,49.2791968,-123.1230714,,
9-29-08,2:00 PM,9-29-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,3,2,September,2008,5000 JOYCE ST    ,5000 JOYCE ST,5000 JOYCE ST,49.2392667,-123.030879,,
9-29-08,3:58 PM,9-29-08 3:58 PM,1558,THEFT BICYCLE UNDER $5000,2,2,September,2008,E PENDER ST / MAIN ST,E PENDER ST / MAIN ST,E PENDER ST & MAIN ST,49.2803878,-123.0996944,,
9-30-08,12:30 AM,9-30-08 12:30 AM,30,THEFT BICYCLE UNDER $5000,1,3,September,2008,500 HOMER ST    ,500 HOMER ST,500 HOMER ST,49.2827388,-123.111928,,
9-30-08,9:00 PM,9-30-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,2,3,September,2008,300 BLOCK CAMBIE ST   ,300 CAMBIE ST,300 CAMBIE ST,49.2832343,-123.1090721,,
10-1-08,12:00 AM,10-1-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,1,4,October,2008,1300 HOMER ST    ,1300 HOMER ST,1300 HOMER ST,49.2742426,-123.1247609,,
10-1-08,2:00 AM,10-1-08 2:00 AM,200,THEFT BICYCLE UNDER $5000,1,4,October,2008,100 W GEORGIA ST   ,100 W GEORGIA ST,100 W GEORGIA ST,49.2787407,-123.112347,,
10-1-08,5:35 AM,10-1-08 5:35 AM,535,THEFT BICYCLE UNDER $5000,1,4,October,2008,1400 RICHARDS ST    ,1400 RICHARDS ST,1400 RICHARDS ST,49.2738318,-123.1273135,,
10-1-08,5:40 AM,10-1-08 5:40 AM,540,THEFT BICYCLE UNDER $5000,1,4,October,2008,1400 RICHARDS ST    ,1400 RICHARDS ST,1400 RICHARDS ST,49.2738318,-123.1273135,,
10-1-08,10:00 AM,10-1-08 10:00 AM,1000,THEFT BICYCLE UNDER $5000,1,4,October,2008,HOMER ST / DRAKE ST,HOMER ST / DRAKE ST,HOMER ST & DRAKE ST,49.2741984,-123.1248523,,
10-1-08,11:40 AM,10-1-08 11:40 AM,1140,THEFT BICYCLE UNDER $5000,2,4,October,2008,300 BLOCK TERMINAL AVE   ,300 TERMINAL AVE,300 TERMINAL AVE,49.2723919,-123.0981408,,
10-1-08,2:42 PM,10-1-08 2:42 PM,1442,THEFT BICYCLE UNDER $5000,4,4,October,2008,1600 W 2ND AVE   ,1600 W 2ND AVE,1600 W 2ND AVE,49.2694333,-123.1380445,,
10-1-08,9:00 PM,10-1-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,4,4,October,2008,W 10TH AVE / TOLMIE ST,W 10TH AVE / TOLMIE ST,W 10TH AVE & TOLMIE ST,49.2638778,-123.2121737,,
10-2-08,12:50 AM,10-2-08 12:50 AM,50,THEFT BICYCLE UNDER $5000,2,5,October,2008,300 TERMINAL AVE    ,300 TERMINAL AVE,300 TERMINAL AVE,49.2723919,-123.0981408,,
10-2-08,2:23 AM,10-2-08 2:23 AM,223,THEFT BICYCLE UNDER $5000,1,5,October,2008,500 HOMER ST    ,500 HOMER ST,500 HOMER ST,49.2827388,-123.111928,,
10-2-08,9:00 AM,10-2-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,1,5,October,2008,600 W HASTINGS ST   ,600 W HASTINGS ST,600 W HASTINGS ST,49.284629,-123.1128462,,
10-2-08,9:00 AM,10-2-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,4,5,October,2008,2900 W 33RD AVE   ,2900 W 33RD AVE,2900 W 33RD AVE,49.2422897,-123.1703768,,
10-2-08,11:28 AM,10-2-08 11:28 AM,1128,THEFT BICYCLE UNDER $5000,4,5,October,2008,2500 MANITOBA ST    ,2500 MANITOBA ST,2500 MANITOBA ST,49.2630434,-123.1068051,,
10-2-08,3:30 PM,10-2-08 3:30 PM,1530,THEFT BICYCLE UNDER $5000,2,5,October,2008,900 E HASTINGS ST   ,900 E HASTINGS ST,900 E HASTINGS ST,49.2810685,-123.0847941,,
10-3-08,5:30 PM,10-3-08 5:30 PM,1730,THEFT BICYCLE UNDER $5000,4,6,October,2008,800 W 22ND AVE   ,800 W 22ND AVE,800 W 22ND AVE,49.2516411,-123.1239573,,
10-3-08,7:00 PM,10-3-08 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,6,October,2008,DRAKE ST / HORNBY ST,DRAKE ST / HORNBY ST,DRAKE ST & HORNBY ST,49.2773656,-123.129753,,
10-4-08,11:30 AM,10-4-08 11:30 AM,1130,THEFT BICYCLE UNDER $5000,1,7,October,2008,1900 ROBSON ST    ,1900 ROBSON ST,1900 ROBSON ST,49.2925366,-123.1371026,,
10-4-08,4:10 PM,10-4-08 4:10 PM,1610,THEFT BICYCLE UNDER $5000,3,7,October,2008,3300 KINGSWAY AVE    ,3300 KINGSWAY,3300 KINGSWAY,49.2300545,-123.0045544,,
10-4-08,5:30 PM,10-4-08 5:30 PM,1730,THEFT BICYCLE UNDER $5000,1,7,October,2008,300 W GEORGIA ST   ,300 W GEORGIA ST,300 W GEORGIA ST,49.2799928,-123.1145652,,
10-5-08,12:00 AM,10-5-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,1,October,2008,2100 MANITOBA ST    ,2100 MANITOBA ST,2100 MANITOBA ST,49.2630434,-123.1068041,,
10-5-08,9:22 AM,10-5-08 9:22 AM,922,THEFT BICYCLE UNDER $5000,4,1,October,2008,TRIMBLE ST / W 10TH AVE,TRIMBLE ST / W 10TH AVE,TRIMBLE ST & W 10TH AVE,49.263798,-123.206057,,
10-5-08,10:00 AM,10-5-08 10:00 AM,1000,THEFT BICYCLE UNDER $5000,1,1,October,2008,900 HOMER ST    ,900 HOMER ST,900 HOMER ST,49.2784696,-123.1184212,,
10-5-08,2:30 PM,10-5-08 2:30 PM,1430,THEFT BICYCLE UNDER $5000,3,1,October,2008,2400 BLOCK MAIN ST   ,2400 MAIN ST,2400 MAIN ST,49.2637012,-123.1008467,,
10-5-08,3:09 PM,10-5-08 3:09 PM,1509,THEFT BICYCLE UNDER $5000,1,1,October,2008,1400 RICHARDS ST    ,1400 RICHARDS ST,1400 RICHARDS ST,49.2738318,-123.1273135,,
