Ministry,Request #,Applicant,Description,End Date,Disposition,Publication Status,Reason
"Energy, Mines and Natural Gas",EGM-2012-00151,Individual,"Copies of correspondence received by former Chief Gold Commissioner, Gerald German from [named individual] and any resulting replies to [named individual] for the years 2004, 2005 and 2006.", 02-Oct-2012,Partial Disclosure,Do Not Publish,Personal Information
"Energy, Mines and Natural Gas",EGM-2012-00166,Media,"Minister Rich Coleman's daily agenda and diary for July 1, 2012 to August 15, 2012.", 01-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",EGM-2012-00191,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe August 1, 2012 to August 31, 2012.", 03-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",HOU-2011-00007,Media,"all correspondence, including emails, received by the Building and Safety Standards Branch or Assistant Deputy Minister Jeff Vasey since May 1, 2011, on the province's decision to allow six-storey wood-framed buildings", 04-Aug-2011,Full Disclosure,Do Not Publish,Personal Information
"Energy, Mines and Natural Gas",HOU-2011-00027,Individual,"a complete copy of the file 236273 involving [named individuals] vs [named individuals] that took place in 2006, including any notes or transcripts of any comments made during the hearing.", 08-Aug-2011,Partial Disclosure,Do Not Publish,Personal Information
"Energy, Mines and Natural Gas",HOU-2011-00028,Business,"Re unit 108-5025 Joyce Street, Vancouver BC V5R 4G7 (files 756817 and 752246): All copies of arbitrations, all files and all notes written by dispute resolution officer [named individual] from July 26, 2010, September 17, 2010, October 26, 2010, October 28, 2010 and November 9, 2010 hearings.", 30-Aug-2011,Full Disclosure,Do Not Publish,Personal Information
"Energy, Mines and Natural Gas",HOU-2011-00030,Political Party,"Any and all records related to the Assistant Deputy Minister's Outlook calendar for the timeframe of January 1, 2011 to July 31, 2011", 18-Nov-2011,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",HOU-2011-00034,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 18-Oct-2011,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",HOU-2011-00037,Individual,"All records pertaining to drifting second-hand smoke in multi-unit dwellings, including smoke from marijuana and illegal drugs.  Time frame is March 1, 2011 to present [September 26, 2011].", 15-Nov-2011,Full Disclosure,Do Not Publish,Personal Information
"Energy, Mines and Natural Gas",HOU-2011-00045,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011", 15-Nov-2011,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",HOU-2011-00046,Individual,"Any documents or correspondence sent to the Ministry, or staff pertaining to an appeal or urging the development or the creation of smoke free housing legislation dating from October 18, 2010 to October 18, 2011.", 03-Jan-2012,Partial Disclosure,Do Not Publish,Personal information
"Energy, Mines and Natural Gas",HOU-2012-00001,Individual,"Re Blair House Apartments, 101-85 Burnside Rd. West, Victoria BC: All records regarding the arbitration decision that took place in January and February 2005.", 14-Feb-2012,Partial Disclosure,Do Not Publish,Personal Information
"Energy, Mines and Natural Gas",HOU-2012-00002,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe Oct 31, 2011 to Dec 31, 2011.", 28-Mar-2012,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",HOU-2012-00017,Media,"All e-mails, memos, meeting minutes and any other correspondence between Azim Jamal of Retirement Concepts and Minister Rich Coleman that occurred between January 1, 2012 and April 1, 2012.", 14-May-2012,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",HOU-2012-00019,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 03-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",HOU-2012-00026,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframes October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 11-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",HOU-2012-00030,Political Party,"The Assistant Deputy Ministers' Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 20-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",HOU-2012-00033,Individual,"All records of every type and kind relating to second hand smoke (tobacco and drugs [marijuana]) and smoke-free housing.  Timeframe is May 2012 to [August 21, 2012].", 09-Oct-2012,Partial Disclosure,Do Not Publish,Business Information
"Energy, Mines and Natural Gas",LDB-2011-00009,Law Firm,"Records relating to Central City Brewing Company, Red Racer Beer, Signal Light Beer and general Brew Pub information (applications and registrations with the BCLDB for any and all Central City Brewing Co. (""Central City"") beers, including but not limited to beers named ""Red Racer"" and ""Signal Light"" from 2003""2008; applications and registrations regarding any change of name for any and all Central City beers from 2003-2008).", 16-Aug-2011,Full Disclosure,Do Not Publish,Business Information
"Energy, Mines and Natural Gas",LDB-2012-00003,Business,"All correspondence between (named individual) and the BC Liquor Distribution Branch regarding the 2011 Great Canadian Beer Festival Society, all internal BC Liquor Distribution Branch correspondence regarding the 2011 Great Canadian Beer Festival Society and all correspondence between the BC Liquor Distribution Branch and the BC Liquor Control and Licensing Branch regarding the 2011 Great Canadian Beer Festival Society.", 02-May-2012,Partial Disclosure,Do Not Publish,Business Information
"Energy, Mines and Natural Gas",LDB-2012-00012,Media,"The Outlook Calendar for the Liquor Distribution Manager's for the period of Jan. 1, 2012-March 16, 2012.", 27-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",LDB-2012-00015,Media,"The daily agenda and diary for the Liquor Distribution Branch's General Manager for the period of March 17, 2012-April 5, 2012.", 27-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",LDB-2012-00021,Media,"The daily agenda and diary for Jay Chambers for the period of April 6, 2012-May 15, 2012", 26-Jun-2012,Partial Disclosure,Do Not Publish,Security Information
"Energy, Mines and Natural Gas",LDB-2012-00022,Media,"Records relating to the closure and relocation of the 'UBC Marketplace' BC Liquor Store, currently located at 2158 Western Parkway, Unit102A, Vancouver, BC V6T 1V6;  and records relating to the agreement to lease space for a BC Liquor Store in the Wesbrook Place area of the University of British Columbia's Point Grey campus.", 07-Sep-2012,Partial Disclosure,Do Not Publish,Business Information
"Energy, Mines and Natural Gas",LDB-2012-00025,Media,"The following reports, as referenced in the response records for LDB 2012-00018: Feb. 26, 2001 report, about appraisal and market analysis evaluation, April 2001 report, about final report evaluating, July 18, 2001 report about briefing, undated PowerPoint presentation on Distribution Options, Sept. 19, 2002 about Advice Alternate Dist. Centre, Dec. 6, 2002 report about Alternate Distribution Project, April 20, 2003 report about Alternate, a 2003 report about Distribution Plans for LDB, unspecified records dated June 11, 2003, Unspecified records dated July 16, 2003, May 16, 2003 report on Preliminary Evaluation, Sale of Distribution Model, May 30, 2003 report on Distribution Option, June 3, 2003 report about LDB net income scenarios, sale of LGS, cost of exit,", 25-Sep-2012,Partial Disclosure,Do Not Publish,Business Information
"Energy, Mines and Natural Gas",PSS-2011-01445,Political Party,"Records relating to the wine industry and correspondence to and from Manitoba regarding changes to liquor laws.  (as written in the news release by Paul Turenne, Winnipeg Sun). Time frame is March 1, 2011 to September 1, 2011.", 28-Feb-2012,Partial Disclosure,Do Not Publish,Business Information
"Energy, Mines and Natural Gas",PSS-2011-01456,Law Firm,A complete copy of the Liquor Branch file pertaining to the application for LRS Licence by Quail Place Estates Ltd., 25-Oct-2011,Partial Disclosure,Do Not Publish,Business Information
"Energy, Mines and Natural Gas",PSS-2011-01902,Business,All documents related to the transfer of the LRS License from the Six Mile Pub to a company outside of the Six Mile Pub., 01-Mar-2012,Partial Disclosure,Do Not Publish,Personal Information
"Energy, Mines and Natural Gas",PSS-2011-02195,Law Firm,"A complete copy of all records in relation to the liquor license held by the Cobalt Pub from January 1, 2007 to October 7, 2009.", 09-Mar-2012,Partial Disclosure,Do Not Publish,Personal Information
Environment,EAO-2011-00031,Researcher,"Any records, excluding emails, related to the Northern Gateway pipeline, including but not limited to records of First Nation consultation and the joint panel review with the National Energy Board, dated from June 1, 2011.", 09-Mar-2012,Partial Disclosure,Do Not Publish,Business Information
Environment,MOE-2011-00085,Political Party,"all records related to the Minister [named individual]'s calendar and expenses for the timeframe of March 14, 2011 to April 5, 2011; for the Outlook calendar, the Calendar Detail style.", 04-Aug-2011,Partial Disclosure,Do Not Publish,Security Information
Environment,MOE-2011-00093,Individual,All records pertaining to Sickle Point.., 12-Sep-2011,Partial Disclosure,Do Not Publish,Personal Information
Environment,MOE-2011-00106,Interest Group,"all records relating to spotted owls in BC from January 2009 to June 6th, 2011, particularly records relating to logging, captive breeding initiatives, spotted owl capture, spotted owl mortality and compliance with the Federal Species at Risk Act.", 02-Apr-2012,Partial Disclosure,Do Not Publish,Business Information
Environment,MOE-2011-00110,Individual,"A copy of the records that were severed under Section 15 from FOI request MOE-2010-00134. The report is called Investigation, Approval & Review Process Report COORS File #200603836, May 1, 2007.", 28-Jul-2011,Partial Disclosure,Do Not Publish,Personal Information
Environment,MOE-2011-00120,Political Party,"All records, in any form, related to the Minister's or Minister of State's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 21-Sep-2011,Partial Disclosure,Do Not Publish,Security Information
Environment,MOE-2011-00121,Political Party,"All records, in any form, related to the Ministerial Assistant's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 11-Aug-2011,Full Disclosure,Do Not Publish,Security Information
Environment,MOE-2011-00123,Political Party,"All records, in any form, related to the Deputy Minister's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 28-Sep-2011,Partial Disclosure,Do Not Publish,Security Information
Environment,MOE-2011-00125,Business,"All records of the submitted Request for Proposals Contaminated Sites Occupational Health & Safety Training, Ministry of Environment RFPEMB11-180, including the reasons for the award to the successful bidder.", 04-Oct-2011,Partial Disclosure,Do Not Publish,Business Information
Environment,MOE-2011-00135,Law Firm,"Copies of all permits, documentation, applications and correspondence regarding the cabins built or maintained by [named individual] or Ashnola Guide Outfitters, including but not limited to the cabins at Harry Lake, Newby Lake, Holding Creek, Black Camp and White Mountain.", 22-Sep-2011,Partial Disclosure,Do Not Publish,Personal Information
Environment,MOE-2011-00143,Political Party,"All records, in any form, related to the Deputy Minister's Outlook calendar for the timeframe of July 1, 2011 to July 31, 2011.", 26-Oct-2011,Partial Disclosure,Do Not Publish,Security Information
Environment,MOE-2011-00144,Political Party,"All records, in any form, related to the Minister's Outlook calendar for the timeframe of July 1, 2011 to July 31, 2011.", 24-Oct-2011,Partial Disclosure,Do Not Publish,Security Information
