CONTRIBUTOR_NAME,DATE,AMOUNT,CLASS,PRINCIPAL_OFFICER_1,PRINCIPAL_OFFICER_2,PARTY,CONTRIBUTION_TYPE,EVENT_DATE
CANADIAN LABOUR CONGRESS PACIFIC REGION,2008-10-23,300,4,KEN GEORGETTI,HASSAN YUSSUFF,BC NDP,,
CANADIAN LABOUR CONGRESS PACIFIC REGION,2008-11-06,200,4,KEN GEORGETTI,HASSAN YUSSUFF,BC NDP,,
CANADIAN LABOUR CONGRESS PACIFIC REGION,2008-12-04,200,4,KEN GEORGETTI,HASSAN YUSSUFF,BC NDP,,
CANADIAN LABOUR CONGRESS PACIFIC REGION,2008-12-11,300,4,KEN GEORGETTI,HASSAN YUSSUFF,BC NDP,,
CANADIAN LABOUR CONGRESS PACIFIC REGION,2008-12-31,400,4,KEN GEORGETTI,HASSAN YUSSUFF,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2008-06-05,600,4,BRUCE FERGUSON,RICHARD GORDON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2008-06-05,400,4,BRUCE FERGUSON,RICHARD GORDON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2008-10-16,1000,4,BRUCE FERGUSON,RICHARD GORDON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2008-12-18,1000,4,BRUCE FERGUSON,RICHARD GORDON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2008-10-23,600,4,BRUCE FERGUSON,RICHARD GORDON,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-02-27,50000,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-03-13,450,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-03-27,400,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-03-27,1000,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-04-10,1250,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-04-17,400,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-05-29,250,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-05-29,175,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-06-05,500,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-06-12,600,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-06-19,120,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-06-26,225,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-07-10,100,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-07-17,100,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-07-17,200,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-08-07,162.5,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-08-22,600,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-09-04,2250,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-10-16,1000,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-10-23,1000,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-11-27,750,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-12-11,200,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-12-31,600,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-12-31,90,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-12-31,120,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2008-12-31,280,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-04-17,600,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-04-30,500,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-05-29,25,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-05-29,175,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-06-05,400,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-06-19,750,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-07-10,400,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-07-17,500,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-07-17,320,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-07-31,600,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-09-11,600,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-10-16,200,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-10-23,500,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-12-11,400,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-12-31,200,4,BARRY O'NEILL,MARK HANCOCK,BC NDP,,
AMBULANCE PARAMEDICS OF BC CUPE 873,2008-05-13,500,4,JOHN STROHMAIER,TOM MANZ,BC NDP,,
AMBULANCE PARAMEDICS OF BC CUPE 873,2008-07-31,300,4,JOHN STROHMAIER,TOM MANZ,BC NDP,,
AMBULANCE PARAMEDICS OF BC CUPE 873,2008-09-04,900,4,JOHN STROHMAIER,TOM MANZ,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 15,2008-10-29,2000,4,PAUL FAORO,BETTY MCGEE,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 1936,2008-10-29,1000,4,MICHAEL LANIER,SHERYL BURNS,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 1936,2008-12-04,1000,4,MICHAEL LANIER,SHERYL BURNS,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 379,2008-06-05,100,4,TERRY ALLEN,RICK SAUNDERS,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 379,2008-12-31,500,4,TERRY ALLEN,RICK SAUNDERS,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 402,2008-02-07,250,4,LAURIE LARSEN,JEANNIE KILBY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 402,2008-07-10,1000,4,LAURIE LARSEN,JEANNIE KILBY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 454,2008-06-19,400,4,JOSH TURNER,HUGH CULLINAN,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 561,2008-05-13,70,4,DAVE GINTER,STAN MARSHALL,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 561,2008-06-26,150,4,DAVE GINTER,STAN MARSHALL,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 561,2008-07-10,200,4,DAVE GINTER,STAN MARSHALL,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 561,2008-12-11,100,4,DAVE GINTER,STAN MARSHALL,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 723,2008-07-17,500,4,DEBBIE TAYLOR,RICK ROBERTSON,BC NDP,,
FEDERATION OF UNION PERSONNEL,2008-11-20,2500,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
FEDERATION OF UNION PERSONNEL,2008-11-20,2500,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
FRASER VALLEY LABOUR COUNCIL,2008-09-25,900,4,BRIAN HARDER,PAMELA WILLINGSHOFER,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-02-14,315,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-02-14,50,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-03-27,250,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-03-27,500,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-04-17,1000,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-04-30,1000,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-05-13,350,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-06-05,1000,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-06-05,400,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-06-19,900,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-06-19,1000,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-06-26,750,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION LOCAL 180,2008-07-10,1000,4,FRED MUZIN,DONISA BERNARDO,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 15,2008-10-01,100,4,PAUL FAORO,BETTY MCGEE,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 15,2008-10-05,7,4,PAUL FAORO,BETTY MCGEE,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 15,2008-10-05,32.87,4,PAUL FAORO,BETTY MCGEE,BC NDP,,
VICTORIA LABOUR COUNCIL,2008-12-11,120,4,BILL SAUNDERS,DONELDA GREENWELL-BAKER,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES BC DIVISION,2008-12-11,300,4,BARRY ONEILL,MARK HANCOCK,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 97,2008-12-11,120,4,CECIL DAMERY,JAMES LELAND,BC NDP,,
FRASER VALLEY LABOUR COUNCIL,2009-09-22,150,4,BRIAN HARDER,PAMELA WILLINGSHOFER,BC NDP,,
HOSPITAL EMPLOYEES' UNION SURREY,2009-05-12,150,4,NAOMI INGLEHART,JOY SISSON,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 712,2009-12-09,150,4,JOHN ROWAN,TOM O'DONNELL,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2009-04-20,140,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
NORTH OKANAGAN LABOUR COUNCIL,2009-12-07,150,4,GLENN NOWAG,RON BOBOWSKI,BC NDP,,
HOSPITAL EMPLOYEES' UNION SURREY,2009-04-21,250,4,NAOMI INGLEHART,JOY SISSON,BC NDP,,
HOSPITAL EMPLOYEES' UNION SURREY,2009-04-22,250,4,NAOMI INGLEHART,JOY SISSON,BC NDP,,
HOSPITAL EMPLOYEES' UNION SURREY,2009-04-24,250,4,NAOMI INGLEHART,JOY SISSON,BC NDP,,
HOSPITAL EMPLOYEES' UNION SURREY,2009-04-29,250,4,NAOMI INGLEHART,JOY SISSON,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 97,2009-04-27,250,4,JAMES LELAND,CECIL DAMERY,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-03-24,250,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-04-03,250,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-04-03,250,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-04-03,250,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-04-03,250,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-04-03,250,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-04-03,250,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
VANCOUVER & DISTRICT LABOUR COUNCIL,2009-04-03,150,4,BILL SAUNDERS,KEN DAVIDSON,BC NDP,,
VANCOUVER & DISTRICT LABOUR COUNCIL,2009-04-08,150,4,BILL SAUNDERS,KEN DAVIDSON,BC NDP,,
VICTORIA LABOUR COUNCIL,2009-03-19,150,4,MIKE ESO,MIKE FERGUSON,BC NDP,,
PRINCE GEORGE & DISTRICT LABOUR COUNCIL,2009-03-04,152.5,4,KEVIN ERICKSON,DOUG TEDFORD,BC NDP,,
PRINCE GEORGE & DISTRICT LABOUR COUNCIL,2009-05-09,152.5,4,KEVIN ERICKSON,DOUG TEDFORD,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2009-02-10,160,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-04-28,100,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-05-06,100,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-05-09,100,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-05-12,100,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-05-12,100,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-12-03,100,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
CANADIAN AUTO WORKERS,2009-04-17,1000,4,DON MACLEOD,JIM HOULIHAN,BC GREEN PARTY,,
HOSPITAL EMPLOYEES' UNION PROVINCIAL HEALTH SERVICES AUTHORITY,2009-05-26,100,4,KEN ROBINSON,JUDY DARCY,BC NDP,,
HOSPITAL EMPLOYEES' UNION BURNABY,2009-03-25,1.89,4,KEN ROBINSON,JUDY DARCY,BC NDP,,
HOSPITAL EMPLOYEES' UNION BURNABY,2009-05-09,1.89,4,KEN ROBINSON,JUDY DARCY,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 280,2009-04-23,100,4,VERN HENDERSON,JIM PAOVETTE,BC NDP,,
SOUTH OKANAGAN BOUNDARY LABOUR COUNCIL,2009-10-21,100,4,BRIGID KEMP,TERRY GREEN,BC NDP,,
SURREY TEACHERS ASSOCIATION,2009-03-30,100,4,DENISE MOFFATT,SHEILA RENYARD,BC NDP,,
SURREY TEACHERS ASSOCIATION,2009-04-15,100,4,DENISE MOFFATT,SHEILA RENYARD,BC NDP,,
UNITED FOOD & COMMERCIAL WORKERS UNION LOCAL 1518,2009-05-12,100,4,IVAN LIMPRIGHT,FRANK POZZOBON,BC NDP,,
UNITED STEELWORKERS LOCAL 2952,2009-04-07,100,4,SCOTT MCRITCHIE,KAREN ADAMS,BC NDP,,
UNITED STEELWORKERS LOCAL 2952,2009-04-07,100,4,SCOTT MCRITCHIE,KAREN ADAMS,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION COMPONENT 10,2009-05-09,108.27,4,MIKE NUYENS,RORY SMITH,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION COMPONENT 10,2009-05-09,109,4,MIKE NUYENS,RORY SMITH,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION COMPONENT 10,2009-05-12,7,4,MIKE NUYENS,RORY SMITH,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION COMPONENT 10,2009-05-12,7.3,4,MIKE NUYENS,RORY SMITH,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION COMPONENT 10,2009-04-03,117.45,4,MIKE NUYENS,RORY SMITH,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 386,2009-12-09,120,4,MERINA MEYER,MIKE CARVER,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 402,2009-03-18,120,4,LAURIE LARSEN,JEANNIE KILBY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 561,2009-12-31,120,4,DAVE GINTER,STAN MARSHALL,BC NDP,,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2009-12-09,120,4,TOM DUFRESNE,KEN BAUDER,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-03-18,120,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-04-07,120,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-04-10,120,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2009-05-05,120,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
UNITED FOOD & COMMERCIAL WORKERS UNION LOCAL 1518,2009-05-09,9,4,IVAN LIMPRIGHT,FRANK POZZOBON,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2009-04-16,145,4,DARRYL WALKER,JUDI FILION,BC NDP,,
UNITED STEELWORKERS LOCAL 2952,2009-03-18,120,4,SCOTT MCRITCHIE,KAREN ADAMS,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION COMPONENT 10,2009-05-12,123.56,4,MIKE NUYENS,RORY SMITH,BC NDP,,
BC FEDERATION OF LABOUR,2009-04-30,125,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2009-05-12,125,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
HOSPITAL EMPLOYEES' UNION BURNABY,2009-04-06,125,4,KEN ROBINSON,JUDY DARCY,BC NDP,,
HOSPITAL EMPLOYEES' UNION BURNABY,2009-04-06,125,4,KEN ROBINSON,JUDY DARCY,BC NDP,,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2009-10-13,125,4,TOM DUFRESNE,KEN BAUDER,BC NDP,,
NORTH OKANAGAN LABOUR COUNCIL,2009-10-20,125,4,GLENN NOWAG,RON BOBOWSKI,BC NDP,,
SURREY TEACHERS ASSOCIATION,2009-04-03,125,4,DENISE MOFFATT,SHEILA RENYARD,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION COMPONENT 10,2009-05-12,125.15,4,MIKE NUYENS,RORY SMITH,BC NDP,,
BC FEDERATION OF LABOUR,2009-05-12,126.65,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
HOSPITAL EMPLOYEES' UNION BURNABY,2009-05-09,128.44,4,KEN ROBINSON,JUDY DARCY,BC NDP,,
CANADIAN LABOUR CONGRESS PACIFIC REGION,2009-06-08,130,4,DAVID RICE,RON STIPP,BC NDP,,
HOSPITAL EMPLOYEES' UNION BURNABY,2009-05-09,149.09,4,KEN ROBINSON,JUDY DARCY,BC NDP,,
BC FEDERATION OF LABOUR,2009-03-13,150,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
CANADIAN LABOUR CONGRESS PACIFIC REGION,2009-07-16,150,4,DAVID RICE,RON STIPP,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2009-04-02,150,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2009-05-12,150,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2009-03-19,150,4,KEITH TODD,STEVE CURRY,BC NDP,,
CANADIAN LABOUR CONGRESS PACIFIC REGION,2009-03-05,200,4,DAVID RICE,RON STIPP,BC NDP,,
CANADIAN LABOUR CONGRESS PACIFIC REGION,2009-04-30,200,4,DAVID RICE,RON STIPP,BC NDP,,
CANADIAN LABOUR CONGRESS PACIFIC REGION,2009-05-12,200,4,DAVID RICE,RON STIPP,BC NDP,,
CANADIAN LABOUR CONGRESS PACIFIC REGION,2009-05-12,200,4,DAVID RICE,RON STIPP,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2009-05-12,200,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2009-10-13,200,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN OFFICE & PROFESSIONAL EMPLOYEES UNION LOCAL 378,2009-10-29,200,4,ANDY ROSS,LORI MAYHEW,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 1004,2009-04-14,200,4,MIKE JACKSON,FRANK LEE,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 1004,2009-04-27,200,4,MIKE JACKSON,FRANK LEE,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 1004,2009-05-01,200,4,MIKE JACKSON,FRANK LEE,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 1004,2009-05-08,200,4,MIKE JACKSON,FRANK LEE,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 1004,2009-05-08,200,4,MIKE JACKSON,FRANK LEE,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 1004,2009-05-12,200,4,MIKE JACKSON,FRANK LEE,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 1004,2009-05-12,200,4,MIKE JACKSON,FRANK LEE,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 1004,2009-06-17,200,4,MIKE JACKSON,FRANK LEE,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 1816,2009-04-09,200,4,BETH MILLER,STEVE FILLEUL,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 1816,2009-04-23,200,4,BETH MILLER,STEVE FILLEUL,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 386,2009-04-17,200,4,MERINA MEYER,MIKE CARVER,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 402,2009-04-07,200,4,LAURIE LARSEN,JEANNIE KILBY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 402,2009-04-15,200,4,LAURIE LARSEN,JEANNIE KILBY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 402,2009-05-07,200,4,LAURIE LARSEN,JEANNIE KILBY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 402,2009-05-12,200,4,LAURIE LARSEN,JEANNIE KILBY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 402,2009-05-15,200,4,LAURIE LARSEN,JEANNIE KILBY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 402,2009-06-23,200,4,LAURIE LARSEN,JEANNIE KILBY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 561,2009-05-09,200,4,DAVE GINTER,STAN MARSHALL,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 561,2009-06-04,200,4,DAVE GINTER,STAN MARSHALL,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 728,2009-04-07,200,4,SUSAN ZANDER,GAIL BARRON,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 728,2009-04-10,200,4,SUSAN ZANDER,GAIL BARRON,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 728,2009-04-15,200,4,SUSAN ZANDER,GAIL BARRON,BC NDP,,
