CONTRIBUTOR_NAME,DATE,AMOUNT,CLASS,PRINCIPAL_OFFICER_1,PRINCIPAL_OFFICER_2,PARTY,CONTRIBUTION_TYPE,EVENT_DATE
POTTINGER GAHERTY ENVIRONMENTAL CONSULTANTS LTD,2005-03-28,200,2,NED POTTINGER,WILL GAHERTY,BC UNITED,,
POTTINGER GAHERTY ENVIRONMENTAL CONSULTANTS LTD,2005-05-17,350,2,NED POTTINGER,WILL GAHERTY,BC UNITED,,
POUR MOKHTARI YAKHDAMI LTD,2005-05-03,500,2,,,BC UNITED,,
POWELL RIVER PEAK LTD,2005-05-14,340.78,2,,,BC UNITED,,
POWELL RIVER TOWN CENTRE HOTEL LTD,2005-04-22,1500,2,,,BC UNITED,,
PRESCIENT DIGITAL MEDIA LTD,2005-04-27,200,2,,,BC UNITED,,
PRESCIENT DIGITAL MEDIA LTD,2005-05-17,200,2,,,BC UNITED,,
PRESCIENT DIGITAL MEDIA LTD,2005-06-06,200,2,,,BC UNITED,,
PREVIEW BUILDERS INTERNATIONAL INC,2005-03-18,1000,2,,,BC UNITED,,
PRICEWATERHOUSECOOPERS INC,2005-03-09,1000,2,JOHN WEBSTER,PETER SPEER,BC UNITED,,
PRINCE GEORGE HOTEL CO LTD,2005-05-13,1000,2,,,BC UNITED,,
PRINCE GEORGE OFFICE EQUIPMENT LTD,2005-05-17,532.43,2,,,BC UNITED,,
PRINCE RUPERT CLEANERS & LAUNDRY LTD,2005-04-14,300,2,,,BC UNITED,,
PRINCE RUPERT GRAIN LTD,2005-05-04,7500,2,,,BC UNITED,,
PRINCE RUPERT GRAIN LTD,2005-05-13,7500,2,,,BC UNITED,,
PRINCESS TOURS DIV OF CARNIVAL CORP,2005-04-28,1000,2,MICKEY ARISON,HOWARD FRANK,BC UNITED,,
PRINCESS TOURS DIV OF CARNIVAL CORP,2005-04-29,1000,2,MICKEY ARISON,HOWARD FRANK,BC UNITED,,
PRINCESS TOURS DIV OF CARNIVAL CORP,2005-05-11,1000,2,MICKEY ARISON,HOWARD FRANK,BC UNITED,,
PRINCETON FOREST PRODUCTS LTD,2005-05-07,275,2,,,BC UNITED,,
PRINCIPLE TRUCKING LTD,2005-04-26,1500,2,,,BC UNITED,,
PRIORITY MANAGEMENT SYSTEMS (CANADA) INC,2005-06-20,1000,2,JOHN WEST,,BC UNITED,,
PRIORITY WOODLANDS LTD,2005-02-09,100,2,BRIAN LAPOINTE,,BC UNITED,,
PRIORITY WOODLANDS LTD,2005-10-19,250,2,BRIAN LAPOINTE,,BC UNITED,,
PRISTINE POWER INC,2005-04-20,2990,2,,,BC UNITED,,
PRISTINE POWER INC,2005-05-13,500,2,,,BC UNITED,,
PRISTINE POWER INC,2005-12-16,800,2,,,BC UNITED,,
PRITCHARD & COMPANY ACCOUNTANTS LTD,2005-03-18,200,2,GRAHAM PRITCHARD,,BC UNITED,,
PRITCHARD & COMPANY ACCOUNTANTS LTD,2005-04-06,400,2,GRAHAM PRITCHARD,,BC UNITED,,
PRO-TECH FOREST RESOURCES LTD,2005-04-20,400,2,SCOTT ROWSELL,ERIN ROWSELL,BC UNITED,,
PROBYN LOG LTD,2005-04-04,1000,2,,,BC UNITED,,
PORTE INDUSTRIES LTD,2005-03-01,150,2,HERSHEY PORTE,,BC UNITED,,
HOULE ELECTRIC LTD,2005-03-15,3000,2,,,BC UNITED,,
HOULE ELECTRIC LTD,2005-04-28,2000,2,,,BC UNITED,,
HOULE ELECTRIC LTD,2005-05-04,250,2,,,BC UNITED,,
HOWE SOUND PULP & PAPER LTD,2005-05-19,1000,2,,,BC UNITED,,
HR PACIFIC CONSTRUCTION MANAGEMENT LTD,2005-05-02,350,2,,,BC UNITED,,
HUB CITY PAVING LTD,2005-04-23,500,2,,,BC UNITED,,
HUB CITY PAVING LTD,2005-04-23,7500,2,,,BC UNITED,,
HUB CITY PAVING LTD,2005-04-28,600,2,,,BC UNITED,,
HUB CITY PAVING LTD,2005-05-16,500,2,,,BC UNITED,,
HUB CITY PAVING LTD,2005-05-31,500,2,,,BC UNITED,,
HUB ELECTRIC LTD,2005-04-19,260,2,,,BC UNITED,,
HUB INTERNATIONAL BARTON LTD,2005-12-16,400,2,,,BC UNITED,,
HUB INTERNATIONAL TOS LTD,2005-03-08,500,2,,,BC UNITED,,
HUB INTERNATIONAL TOS LTD,2005-05-11,10000,2,,,BC UNITED,,
HUB INTERNATIONAL TOS LTD,2005-11-29,1000,2,,,BC UNITED,,
HUB INTERNATIONAL TOS LTD,2005-12-31,7500,2,,,BC UNITED,,
HUB INTERNATIONAL TOS LTD,2005-05-11,1000,2,,,BC UNITED,,
HUB INTERNATIONAL TOS LTD,2005-05-11,1000,2,,,BC UNITED,,
HUB INTERNATIONAL TOS LTD,2005-05-11,1000,2,,,BC UNITED,,
HUB INTERNATIONAL TOS LTD,2005-05-11,1000,2,,,BC UNITED,,
HUB INTERNATIONAL TOS LTD,2005-05-11,1000,2,,,BC UNITED,,
HUB STORAGE CENTRE INC,2005-05-06,500,2,,,BC UNITED,,
HUCKLEBERRY MINES LTD,2005-05-04,2000,2,,,BC UNITED,,
HUDSON BAY LODGE FGM HOLDINGS LTD,2005-05-11,1000,2,AL MCCREARY,,BC UNITED,,
HUES ENTERPRISES LTD,2005-10-25,500,2,HARRY REDMOND,,BC UNITED,,
HUNTER DICKINSON INC,2005-04-28,2990,2,,,BC UNITED,,
HUNTER DICKINSON INC,2005-10-31,3500,2,,,BC UNITED,,
HUNTER MCLEOD REALTY CORP,2005-06-20,1000,2,RICHARD M. ANDERSON,,BC UNITED,,
HUSKY TANK RENTALS & SALES LTD,2005-05-06,500,2,,,BC UNITED,,
HYATT REGENCY HOTEL,2005-02-17,450,2,RYAN MATHESON,,BC UNITED,,
HYDMOND HOLDINGS INC,2005-04-27,400,2,,,BC UNITED,,
HYDMOND HOLDINGS INC,2005-04-27,250,2,,,BC UNITED,,
HYTEST TIMBER LTD,2005-04-06,400,2,,,BC UNITED,,
I&B INVESTMENTS LTD,2005-05-06,1000,2,,,BC UNITED,,
I G IMAGE GROUP INC,2005-02-16,250,2,LAURA HANSEN,,BC UNITED,,
I G IMAGE GROUP INC,2005-03-09,320,2,LAURA HANSEN,,BC UNITED,,
I G IMAGE GROUP INC,2005-03-15,299,2,LAURA HANSEN,,BC UNITED,,
I G IMAGE GROUP INC,2005-03-28,600,2,LAURA HANSEN,,BC UNITED,,
I G IMAGE GROUP INC,2005-12-02,100,2,LAURA HANSEN,,BC UNITED,,
ICC PROPERTIES INC,2005-01-24,500,2,,,BC UNITED,,
ICOMPASS TECHNOLOGIES INC,2005-05-17,505,2,,,BC UNITED,,
IDEAL MC ENTERPRISES LTD,2005-02-15,375,2,,,BC UNITED,,
IDEAL WELDERS LTD,2005-04-07,400,2,,,BC UNITED,,
IMA EXPLORATION INC,2005-02-22,3000,2,JOSEPH GROSSO,KEITH PATTERSON,BC UNITED,,
IMPERIAL METALS CORP,2005-03-28,2990,2,PIERRE LEBEL,SHEILA COLWILL,BC UNITED,,
IMPERIAL METALS CORP,2005-04-14,2500,2,PIERRE LEBEL,SHEILA COLWILL,BC UNITED,,
IMPERIAL METALS CORP,2005-04-26,1000,2,PIERRE LEBEL,SHEILA COLWILL,BC UNITED,,
IMPERIAL METALS CORP,2005-05-17,2500,2,PIERRE LEBEL,SHEILA COLWILL,BC UNITED,,
IMPERIAL METALS CORP,2005-08-05,1500,2,PIERRE LEBEL,SHEILA COLWILL,BC UNITED,,
IMPERIAL METALS CORP,2005-10-31,700,2,PIERRE LEBEL,SHEILA COLWILL,BC UNITED,,
IMPERIAL PARKING CANADA CORP,2005-01-24,500,2,CHARLES HUNTZINGER,,BC UNITED,,
IMPERIAL PARKING CANADA CORP,2005-03-28,1500,2,CHARLES HUNTZINGER,,BC UNITED,,
IMPERIAL PARKING CANADA CORP,2005-05-17,350,2,CHARLES HUNTZINGER,,BC UNITED,,
IMPERIAL PARKING CANADA CORP,2005-07-05,3288,2,CHARLES HUNTZINGER,,BC UNITED,,
IMPERIAL PARKING CANADA CORP,2005-09-30,4000,2,CHARLES HUNTZINGER,,BC UNITED,,
IMPERIAL PARKING CANADA CORP,2005-09-30,3500,2,CHARLES HUNTZINGER,,BC UNITED,,
IMPERIAL PAVING LTD,2005-04-20,598,2,,,BC UNITED,,
IMPERIAL PAVING LTD,2005-05-17,1000,2,,,BC UNITED,,
IMS HEALTH INC,2005-05-17,1500,2,,,BC UNITED,,
INDEPENDENT CONCRETE LTD,2005-04-19,5000,2,,,BC UNITED,,
INDEPENDENT CONCRETE LTD,2005-04-26,1000,2,,,BC UNITED,,
INDUSTRIAL ALLIANCE PACIFIC LIFE INSURANCE COMPANY,2005-02-09,500,2,DOUGLAS A CARROTHERS,JACQUES CARTIER,BC UNITED,,
INDUSTRIAL ALLIANCE PACIFIC LIFE INSURANCE COMPANY,2005-02-16,225,2,DOUGLAS A CARROTHERS,JACQUES CARTIER,BC UNITED,,
INDUSTRIAL ALLIANCE PACIFIC LIFE INSURANCE COMPANY,2005-03-15,2990,2,DOUGLAS A CARROTHERS,JACQUES CARTIER,BC UNITED,,
INDUSTRIAL ALLIANCE PACIFIC LIFE INSURANCE COMPANY,2005-04-14,250,2,DOUGLAS A CARROTHERS,JACQUES CARTIER,BC UNITED,,
INDUSTRIAL ALLIANCE PACIFIC LIFE INSURANCE COMPANY,2005-04-15,200,2,DOUGLAS A CARROTHERS,JACQUES CARTIER,BC UNITED,,
INDUSTRIAL ALLIANCE PACIFIC LIFE INSURANCE COMPANY,2005-04-15,7500,2,DOUGLAS A CARROTHERS,JACQUES CARTIER,BC UNITED,,
INDUSTRIAL ALLIANCE PACIFIC LIFE INSURANCE COMPANY,2005-09-22,260,2,DOUGLAS A CARROTHERS,JACQUES CARTIER,BC UNITED,,
INDUSTRIAL ALLIANCE PACIFIC LIFE INSURANCE COMPANY,2005-12-31,7500,2,DOUGLAS A CARROTHERS,JACQUES CARTIER,BC UNITED,,
INDUSTRIAL FORESTRY SERVICE LTD,2005-05-02,500,2,FLEMMING EINFELDT,,BC UNITED,,
INDUSTRIAL SHAPE & FORM LTD,2005-04-20,500,2,,,BC UNITED,,
INDUSTRIAL SURFACE TECHNOLOGIES INC,2005-03-01,1000,2,,,BC UNITED,,
INEX PHARMACEUTICALS CORP,2005-04-20,5000,2,DAVID MAIN,,BC UNITED,,
INFOSPEC SYSTEMS INC,2005-04-27,300,2,PIUS CHAN,CINDY CHAN,BC UNITED,,
INFOSPEC SYSTEMS INC,2005-05-17,460,2,PIUS CHAN,CINDY CHAN,BC UNITED,,
INFOSPEC SYSTEMS INC,2005-11-22,2000,2,PIUS CHAN,CINDY CHAN,BC UNITED,,
INFOWAVE SOFTWARE INC,2005-03-15,2500,2,JERRY MEERKATZ,,BC UNITED,,
INFOWAVE SOFTWARE INC,2005-05-13,1000,2,JERRY MEERKATZ,,BC UNITED,,
ING INSURANCE COMPANY OF CANADA,2005-03-21,5000,2,JETSE F. DE VRIES,,BC UNITED,,
ING INSURANCE COMPANY OF CANADA,2005-09-30,4000,2,JETSE F. DE VRIES,,BC UNITED,,
ING INSURANCE COMPANY OF CANADA,2005-09-30,3500,2,JETSE F. DE VRIES,,BC UNITED,,
INGRAM PHARMACY INC,2005-04-19,1000,2,,,BC UNITED,,
INITIATIVES PRINCE GEORGE DEVELOPMENT CORP,2005-04-08,195,2,KATHY LACHMAN,,BC UNITED,,
INITIATIVES PRINCE GEORGE DEVELOPMENT CORP,2005-09-12,500,2,KATHY LACHMAN,,BC UNITED,,
INLAND CONTRACTING LTD,2005-05-20,1250,2,,,BC UNITED,,
INLAND CONTRACTING LTD,2005-07-05,1250,2,,,BC UNITED,,
INLAND KENWORTH (CAMPBELL RIVER) LTD,2005-03-28,400,2,,,BC UNITED,,
INLAND KENWORTH LTD,2005-05-12,500,2,LEIGH PARKER,DICK MCCONACHIE,BC UNITED,,
INLAND RESTAURANTS MARKETING CO-OP WENDY'S RESTAURANT LTD,2005-04-25,300,2,,,BC UNITED,,
INLAND RESTAURANTS MARKETING CO-OP WENDY'S RESTAURANT LTD,2005-04-25,300,2,,,BC UNITED,,
INLAND RESTAURANTS MARKETING CO-OP WENDY'S RESTAURANT LTD,2005-04-28,300,2,,,BC UNITED,,
INLAND RESTAURANTS MARKETING CO-OP WENDY'S RESTAURANT LTD,2005-05-05,900,2,,,BC UNITED,,
INLAND RESTAURANTS MARKETING CO-OP WENDY'S RESTAURANT LTD,2005-05-05,300,2,,,BC UNITED,,
INLAND RESTAURANTS MARKETING CO-OP WENDY'S RESTAURANT LTD,2005-06-09,300,2,,,BC UNITED,,
INLAND RESTAURANTS MARKETING CO-OP WENDY'S RESTAURANT LTD,2005-08-05,150,2,,,BC UNITED,,
INLAND RESTAURANTS MARKETING CO-OP WENDY'S RESTAURANT LTD,2005-08-05,150,2,,,BC UNITED,,
INLET HOLDINGS LTD,2005-02-09,2500,2,,,BC UNITED,,
INNERGEX II INC,2005-05-13,1000,2,,,BC UNITED,,
INNOVEX EQUITIES CORP,2005-04-15,1000,2,SAM GUDEWILL,BOB MCQUARRIE,BC UNITED,,
INNOVEX FOODS 2001 INC,2005-04-15,1000,2,SAM GUDEWILL,,BC UNITED,,
INSIGHT GROUP DEVELOPMENT CORP LTD,2005-05-30,12626,2,DOUG BROMAGE,,BC UNITED,,
INTERNATIONAL ENTERPRISE MARKETING GROUP,2005-06-30,1000,2,,,BC UNITED,,
INTEGRATED CONTRACTORS LTD,2005-05-02,1000,2,,,BC UNITED,,
INTEGRATED PAVING CONCEPTS INC,2005-06-06,3288,2,PATRICK WILEY,,BC UNITED,,
INTEL FINANCIAL INC,2005-04-05,2000,2,,,BC UNITED,,
PROCONSUL REALTY LTD,2005-04-28,650,2,,,BC UNITED,,
PROGRESSIVE CONSTRUCTION LTD,2005-03-21,1600,2,MILAN ILICH,,BC UNITED,,
PROGRESSIVE CONSTRUCTION LTD,2005-04-14,2000,2,MILAN ILICH,,BC UNITED,,
PROGRESSIVE CONSTRUCTION LTD,2005-05-10,2500,2,MILAN ILICH,,BC UNITED,,
PROGRESSIVE HARVESTING (2000) LTD,2005-04-06,400,2,,,BC UNITED,,
PROGRESSIVE HOLDINGS LTD,2005-03-09,1000,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE HOLDINGS LTD,2005-03-21,400,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE HOLDINGS LTD,2005-04-25,750,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE HOLDINGS LTD,2005-05-17,3000,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE HOLDINGS LTD,2005-09-30,1000,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE HOLDINGS LTD,2005-09-30,3500,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE HOLDINGS LTD,2005-10-25,1000,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE STRATEGIES LTD,2005-03-08,2990,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE STRATEGIES LTD,2005-03-28,2000,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE STRATEGIES LTD,2005-04-20,1000,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE STRATEGIES LTD,2005-09-30,3500,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE STRATEGIES LTD,2005-10-25,1000,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE STRATEGIES LTD,2005-10-31,2100,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE STRATEGIES LTD,2005-04-18,2000,2,,,BC UNITED,,
PROGRESSIVE STRATEGIES LTD,2005-04-28,2500,2,,,BC UNITED,,
PROGRESSIVE STRATEGIES LTD,2005-06-06,1500,2,,,BC UNITED,,
PROSPERO INTERNATIONAL REALTY INC,2005-03-28,2093,2,DEREK LEE,ROBERT H LEE,BC UNITED,,
PROSPERO INTERNATIONAL REALTY INC,2005-04-06,28500,2,DEREK LEE,ROBERT H LEE,BC UNITED,,
PROSPERO INTERNATIONAL REALTY INC,2005-04-14,500,2,DEREK LEE,ROBERT H LEE,BC UNITED,,
PROSPERO INTERNATIONAL REALTY INC,2005-04-20,500,2,DEREK LEE,ROBERT H LEE,BC UNITED,,
PROSPERO INTERNATIONAL REALTY INC,2005-05-05,200,2,DEREK LEE,ROBERT H LEE,BC UNITED,,
PROSPERO INTERNATIONAL REALTY INC,2005-05-10,500,2,DEREK LEE,ROBERT H LEE,BC UNITED,,
PROTEC MANAGEMENT LTD,2005-06-06,288,2,BEN WENDLAND,,BC UNITED,,
PROTECH CONSULTANTS LTD,2005-04-28,1000,2,,,BC UNITED,,
PROTOCOL TECHNOLOGIES INC,2005-04-26,988,2,,,BC UNITED,,
PTI ONLINE INC,2005-05-05,1000,2,,,BC UNITED,,
PUB 340 CAMBIE HOLDINGS INC,2005-05-11,1000,2,,,BC UNITED,,
PUNJAB FOOD CENTRE LTD,2005-05-15,500,2,,,BC UNITED,,
PUREEDGE SOLUTIONS INC,2005-03-28,200,2,MICHELLE ARDEN,PALLAB CHATTERJEE,BC UNITED,,
PUREEDGE SOLUTIONS INC,2005-04-20,520,2,MICHELLE ARDEN,PALLAB CHATTERJEE,BC UNITED,,
PUREWAL BLUEBERRY FARMS LTD,2005-04-07,600,2,,,BC UNITED,,
PUREWAL BLUEBERRY FARMS LTD,2005-05-17,500,2,,,BC UNITED,,
PUREWAL BLUEBERRY FARMS LTD,2005-05-17,1000,2,,,BC UNITED,,
QISIN INTERNATIONAL HOLDING LTD,2005-05-17,230,2,,,BC UNITED,,
QISIN INTERNATIONAL HOLDING LTD,2005-07-15,200,2,,,BC UNITED,,
QLT INC,2005-03-28,2990,2,PAUL HASTINGS,THOMAS DORAZIO,BC UNITED,,
QLT INC,2005-04-01,100000,2,PAUL HASTINGS,THOMAS DORAZIO,BC UNITED,,
QUAD-LOCK BUILDING SYSTEMS LTD,2005-04-06,500,2,,,BC UNITED,,
QUADRA COAST CARRIERS LTD,2005-05-16,500,2,,,BC UNITED,,
QUADRA PACIFIC PROPERTIES CORP,2005-05-03,2500,2,GEOFFREY STEWART,,BC UNITED,,
QUADRA PACIFIC PROPERTIES CORP,2005-05-05,25000,2,GEOFFREY STEWART,,BC UNITED,,
QUANTUM REMEDIATION INC,2005-04-05,400,2,,,BC UNITED,,
QUANTUM REMEDIATION INC,2005-05-17,400,2,,,BC UNITED,,
QUEEN CHARLOTTE LODGE LTD,2005-06-06,500,2,,,BC UNITED,,
QUIGG DEVELOPMENT CORP,2005-03-08,1500,2,ROBERT QUIGG,,BC UNITED,,
QUIGG DEVELOPMENT CORP,2005-05-13,2500,2,ROBERT QUIGG,,BC UNITED,,
QUIGG DEVELOPMENT CORP,2005-05-17,1500,2,ROBERT QUIGG,,BC UNITED,,
QUILCHENA CATTLE COMPANY LTD,2005-04-19,650,2,,,BC UNITED,,
QUINSAM COAL CORP,2005-03-01,400,2,,,BC UNITED,,
QUINSAM COAL CORP,2005-04-04,1000,2,,,BC UNITED,,
ROBERT S PLECAS CONSULTING LTD,2005-04-08,500,2,,,BC NDP,,
MYKONOS PIZZA & SPAGHETTI HOUSE,2005-04-14,1000,2,,,BC NDP,,
MYKONOS PIZZA & SPAGHETTI HOUSE,2005-05-04,1000,2,,,BC NDP,,
TELUS,2005-05-11,1000,2,,,BC UNITED,,
STUART RUSH PERSONAL LAW CORP,2005-05-05,250,2,,,BC NDP,,
STUART RUSH PERSONAL LAW CORP,2005-05-16,500,2,,,BC NDP,,
SUN FARM PRODUCE (2003) LTD,2005-03-16,1000,2,,,BC NDP,,
SUNSHINE CABS LTD,2005-05-17,500,2,,,BC NDP,,
SURDELL KENNEDY TAXI LTD,2005-03-10,500,2,,,BC NDP,,
SURDELL KENNEDY TAXI LTD,2005-04-22,200,2,,,BC NDP,,
SURDELL KENNEDY TAXI LTD,2005-04-27,450,2,,,BC NDP,,
SURDELL KENNEDY TAXI LTD,2005-05-17,500,2,,,BC NDP,,
VALUE PROPERTY CENTRE INC,2005-05-17,500,2,,,BC NDP,,
TARASEN INC,2005-05-17,2500,2,,,BC NDP,,
"TAYLOR, BARDAL & ASSOCIATES",2005-05-13,300,2,,,BC NDP,,
"TAYLOR, BARDAL & ASSOCIATES",2005-05-13,200,2,,,BC NDP,,
TEAL-JONES GROUP,2005-08-12,300,2,,,BC NDP,,
VICTORY SQUARE LAW OFFICE,2005-05-03,3000,2,,,BC NDP,,
VICTORY SQUARE LAW OFFICE,2005-05-05,250,2,,,BC NDP,,
VICTORY SQUARE LAW OFFICE,2005-05-05,500,2,,,BC NDP,,
VICTORY SQUARE LAW OFFICE,2005-05-06,500,2,,,BC NDP,,
VICTORY SQUARE LAW OFFICE,2005-05-09,500,2,,,BC NDP,,
VICTORY SQUARE LAW OFFICE,2005-05-13,250,2,,,BC NDP,,
VICTORY SQUARE LAW OFFICE,2005-05-16,50,2,,,BC NDP,,
VICTORY SQUARE LAW OFFICE,2005-05-16,500,2,,,BC NDP,,
VICTORY SQUARE LAW OFFICE,2005-12-02,500,2,,,BC NDP,,
VINCENT MICHAELS LAW CORP,2005-04-25,500,2,,,BC NDP,,
TERASEN,2005-04-29,500,2,,,BC NDP,,
TERASEN,2005-11-10,500,2,,,BC NDP,,
TERRA HOUSING CONSULTANTS LTD,2005-05-17,400,2,,,BC NDP,,
VODA NIGHT CLUB,2005-05-17,500,2,,,BC NDP,,
THE BEER STORE,2005-05-17,3000,2,,,BC NDP,,
THE BEER STORE,2005-08-26,1670,2,,,BC NDP,,
THE PUMPJACK PUB LTD,2005-05-17,375,2,,,BC NDP,,
THE PUMPJACK PUBLICATIONS LTD,2005-05-05,1000,2,,,BC NDP,,
THE TEAL-JONES GROUP,2005-05-09,1000,2,,,BC NDP,,
615053 BC LTD,2006-05-18,335,2,,,BC NDP,,
641486 BC LTD,2006-05-18,335,2,WENDY SUBITY,RICHARD CLIFTON,BC NDP,,
93 LEASING LTD (KWAN),2006-09-26,1000,2,,,BC NDP,,
BELL CANADA,2006-06-02,300,2,,,BC NDP,,
BEST QUALITY CEDAR PRODUCTS LTD,2006-03-30,500,2,,,BC NDP,,
BESTWAY MTG CORP,2006-03-30,500,2,,,BC NDP,,
"BLAKE, CASSELS & GRAYDON LLP",2006-05-18,300,2,,,BC NDP,,
BLARNEY STONE PUB INC,2006-05-18,335,2,,,BC NDP,,
BONNY'S TAXI LTD,2006-11-30,600,2,,,BC NDP,,
CALVERTON HOLDINGS LTD,2006-05-18,335,2,,,BC NDP,,
CAPRICE HOSPITALITY INC,2006-05-18,335,2,,,BC NDP,,
CLOUD 9 TRUCKING LTD,2006-03-30,500,2,,,BC NDP,,
COAST PLAZA HOTEL & SUITES,2006-08-17,400,2,,,BC NDP,,
CONCORD PACIFIC DEVELOPMENTS INC,2006-10-05,1000,2,,,BC NDP,,
CONVERGENCE COMMUNICATIONS INC,2006-11-23,175,2,,,BC NDP,,
CONVERGENCE COMMUNICATIONS INC,2006-11-23,25,2,,,BC NDP,,
CONVERGENCE COMMUNICATIONS INC,2006-11-30,3750,2,,,BC NDP,,
CONVERGENCE COMMUNICATIONS INC,2006-11-30,3750,2,,,BC NDP,,
DIX INSURANCE AGENCIES LTD,2006-11-23,500,2,,,BC NDP,,
DR ANTHONY S K LI INC,2006-09-20,300,2,,,BC NDP,,
GRANVILLE ENTERTAINMENT GROUP,2006-05-18,500,2,,,BC NDP,,
GREAT CANADIAN GAMING CORP,2006-10-05,500,2,,,BC NDP,,
LENNOX IRISH PUB INC,2006-05-18,335,2,,,BC NDP,,
LOTUS VENUES,2006-05-18,335,2,,,BC NDP,,
PRO-D ENTERPRISE INC,2006-12-31,1000,2,,,BC NDP,,
RAJA TRAILERS & EQUIPMENT SALES LTD,2006-03-30,1000,2,,,BC NDP,,
RICHARD CHAN INC,2006-06-15,10000,2,,,BC NDP,,
ROCKY MOUNTAIN PROD SERVICES,2006-06-16,300,2,,,BC NDP,,
SHARK CLUB BAR & GRILL,2006-05-18,500,2,,,BC NDP,,
THE FOUNTAINHEAD PUB LTD,2006-05-18,335,2,,,BC NDP,,
THE PUMPJACK PUB LTD,2006-05-18,400,2,,,BC NDP,,
THE RED ROOM ON RICHARDS INC,2006-05-18,350,2,,,BC NDP,,
THE YALE HOTEL LTD,2006-05-18,335,2,,,BC NDP,,
TONIC BAR LTD,2006-05-18,500,2,,,BC NDP,,
WESTBANK PROJECTS CORP,2006-09-26,1000,2,,,BC NDP,,
WORKING ENTERPRISES LTD,2006-05-18,1500,2,,,BC NDP,,
NEHOC HOLDINGS INC,2005-03-23,500,2,,,BC NDP,,
NEW LANDMARKS,2005-05-17,300,2,,,BC NDP,,
NEW LANDMARKS,2005-08-31,500,2,,,BC NDP,,
PHILLIP SCARISBRICK LAW CORP,2005-04-19,500,2,,,BC NDP,,
ROYAL CITY TAXI LTD,2005-03-16,1000,2,,,BC NDP,,
ROYAL CITY TAXI LTD,2005-05-03,1000,2,,,BC NDP,,
RTS TRANSPORT LTD,2005-03-24,500,2,,,BC NDP,,
SENIGAL TRADING CORP,2005-05-09,500,2,,,BC NDP,,
SHADY LANE TREE FARM,2005-05-13,350,2,,,BC NDP,,
SANGRA ENTERPRISES INC,2005-12-31,253,2,,,BC NDP,,
SANGRA ENTERPRISES INC,2005-03-24,200,2,,,BC NDP,,
SANGRA ENTERPRISES INC,2005-05-11,200,2,,,BC NDP,,
CARDIFF ESTATES LTD,2006-08-30,299,2,TARYN BRODIE,,BC UNITED,,
CARDINAL CONCRETE LTD,2006-05-12,598,2,,,BC UNITED,,
CARIBOO PULP & PAPER COMPANY,2006-11-22,750,2,ROBERT HESKETT,,BC UNITED,,
CARLSON WAGONLIT TRAVEL O/O BY STEINBECK TRAVEL LTD,2006-02-03,500,2,,,BC UNITED,,
CARLSON WAGONLIT TRAVEL O/O BY STEINBECK TRAVEL LTD,2006-05-01,130,2,,,BC UNITED,,
CARMANAH TECHNOLOGIES INC,2006-10-30,1500,2,,,BC UNITED,,
CARRIER LUMBER LTD,2006-06-16,5000,2,BILL KORDYBAN JR,TERRY KUZMA,BC UNITED,,
CARRIER LUMBER LTD,2006-07-06,1000,2,BILL KORDYBAN JR,TERRY KUZMA,BC UNITED,,
CARRIER LUMBER LTD,2006-07-06,500,2,BILL KORDYBAN JR,TERRY KUZMA,BC UNITED,,
CARRIER LUMBER LTD,2006-12-01,650,2,BILL KORDYBAN JR,TERRY KUZMA,BC UNITED,,
CARRIER LUMBER LTD,2006-12-11,250,2,BILL KORDYBAN JR,TERRY KUZMA,BC UNITED,,
CARTER INTERNATIONAL ENTERPRISES LTD DBA MERCATO,2006-11-22,400,2,,,BC UNITED,,
CARTIER INVESTMENTS LTD,2006-12-19,2000,2,KEN MAHON,,BC UNITED,,
CASCADIA BRANDS INC,2006-06-26,375,2,,,BC UNITED,,
CASCADIA CONSULTING INC,2006-06-12,299,2,PETER GORDON,,BC UNITED,,
CASCANE MECHANICAL LTD,2006-06-16,1000,2,,,BC UNITED,,
CATALYST PAPER CORP,2006-03-29,2990,2,,,BC UNITED,,
CATALYST PAPER CORP,2006-10-04,3500,2,,,BC UNITED,,
CATTERMOLE TIMBER LTD,2006-06-12,2888,2,MICHAEL MOHAMMED,,BC UNITED,,
CATTERMOLE TIMBER LTD,2006-11-22,500,2,MICHAEL MOHAMMED,,BC UNITED,,
CAWLEY CONSULTANTS LTD,2006-09-29,1000,2,,,BC UNITED,,
CBA ELECTRICAL & SECURITY SYSTEMS LTD,2006-04-10,80,2,BILL LAU,,BC UNITED,,
CBA ELECTRICAL & SECURITY SYSTEMS LTD,2006-11-22,200,2,BILL LAU,,BC UNITED,,
